'sample #','V5','V2'
274044,984,1051
274045,980,1046
274046,974,1041
274047,969,1041
274048,968,1037
274049,965,1034
274050,962,1033
274051,955,1030
274052,951,1029
274053,948,1026
274054,943,1025
274055,938,1023
274056,928,1021
274057,921,1015
274058,912,1012
274059,900,1011
274060,886,1009
274061,873,1008
274062,865,1005
274063,859,1000
274064,852,1002
274065,849,1000
274066,846,997
274067,846,987
274068,846,976
274069,842,964
274070,846,958
274071,850,955
274072,849,953
274073,853,943
274074,851,935
274075,851,926
274076,855,918
274077,862,912
274078,868,907
274079,876,898
274080,889,885
274081,897,883
274082,907,885
274083,916,896
274084,923,908
274085,931,917
274086,934,928
274087,938,937
274088,937,949
274089,938,966
274090,943,977
274091,948,984
274092,948,987
274093,950,987
274094,945,991
274095,950,996
274096,953,997
274097,957,998
274098,959,996
274099,959,996
274100,955,995
274101,956,997
274102,961,1000
274103,964,1000
274104,966,999
274105,966,999
274106,965,1002
274107,968,1008
274108,972,1012
274109,977,1013
274110,978,1018
274111,979,1019
274112,978,1020
274113,981,1024
274114,987,1027
274115,989,1029
274116,988,1028
274117,990,1026
274118,991,1025
274119,996,1027
274120,1003,1031
274121,1005,1029
274122,1005,1030
274123,1006,1032
274124,1001,1034
274125,999,1033
274126,1000,1034
274127,1003,1034
274128,1005,1033
274129,1001,1031
274130,1001,1033
274131,999,1033
274132,1002,1037
274133,1002,1036
274134,996,1035
274135,994,1036
274136,994,1037
274137,994,1038
274138,997,1041
274139,1003,1041
274140,1003,1041
274141,1004,1039
274142,1001,1040
274143,1002,1042
274144,1001,1044
274145,1005,1046
274146,1008,1043
274147,1007,1043
274148,1005,1043
274149,1007,1047
274150,1010,1050
274151,1011,1053
274152,1012,1050
274153,1012,1050
274154,1009,1052
274155,1012,1056
274156,1012,1058
274157,1014,1057
274158,1014,1060
274159,1016,1057
274160,1013,1061
274161,1014,1060
274162,1017,1067
274163,1017,1067
274164,1016,1067
274165,1019,1065
274166,1019,1065
274167,1021,1070
274168,1024,1072
274169,1026,1072
274170,1024,1072
274171,1023,1072
274172,1021,1072
274173,1023,1076
274174,1024,1077
274175,1023,1077
274176,1021,1078
274177,1022,1074
274178,1018,1074
274179,1020,1075
274180,1019,1079
274181,1019,1080
274182,1021,1078
274183,1018,1077
274184,1016,1076
274185,1016,1079
274186,1015,1077
274187,1016,1078
274188,1014,1076
274189,1012,1076
274190,1006,1073
274191,1005,1074
274192,1006,1072
274193,1004,1071
274194,1000,1069
274195,992,1067
274196,990,1064
274197,990,1066
274198,994,1067
274199,994,1065
274200,994,1061
274201,991,1056
274202,987,1056
274203,986,1056
274204,987,1055
274205,988,1055
274206,986,1054
274207,985,1050
274208,983,1050
274209,985,1049
274210,986,1050
274211,984,1050
274212,981,1045
274213,979,1045
274214,979,1043
274215,976,1044
274216,974,1046
274217,974,1045
274218,977,1040
274219,977,1039
274220,973,1036
274221,974,1039
274222,971,1041
274223,974,1041
274224,973,1036
274225,972,1034
274226,970,1034
274227,971,1033
274228,972,1038
274229,974,1034
274230,971,1034
274231,969,1031
274232,964,1031
274233,964,1035
274234,965,1035
274235,967,1036
274236,967,1032
274237,966,1031
274238,967,1030
274239,968,1032
274240,968,1033
274241,966,1032
274242,966,1030
274243,964,1030
274244,963,1028
274245,965,1029
274246,968,1033
274247,969,1029
274248,966,1029
274249,962,1027
274250,960,1029
274251,965,1030
274252,966,1034
274253,969,1032
274254,968,1029
274255,964,1026
274256,959,1028
274257,958,1030
274258,963,1031
274259,965,1030
274260,965,1029
274261,959,1029
274262,960,1026
274263,959,1027
274264,961,1029
274265,962,1029
274266,962,1027
274267,962,1024
274268,959,1025
274269,959,1028
274270,962,1031
274271,964,1028
274272,962,1027
274273,962,1027
274274,958,1027
274275,959,1025
274276,958,1027
274277,960,1027
274278,961,1026
274279,962,1024
274280,961,1023
274281,961,1024
274282,961,1027
274283,962,1026
274284,961,1024
274285,960,1022
274286,958,1023
274287,958,1024
274288,958,1025
274289,958,1023
274290,959,1025
274291,955,1022
274292,953,1020
274293,955,1023
274294,955,1027
274295,963,1023
274296,961,1023
274297,960,1019
274298,960,1021
274299,960,1022
274300,962,1024
274301,960,1021
274302,958,1021
274303,955,1022
274304,954,1019
274305,955,1020
274306,956,1022
274307,958,1023
274308,957,1023
274309,958,1021
274310,954,1019
274311,955,1021
274312,958,1025
274313,957,1022
274314,959,1020
274315,958,1019
274316,954,1020
274317,958,1023
274318,960,1022
274319,962,1022
274320,962,1022
274321,958,1019
274322,958,1018
274323,961,1022
274324,962,1023
274325,962,1020
274326,964,1022
274327,963,1020
274328,962,1021
274329,965,1025
274330,968,1025
274331,976,1027
274332,989,1027
274333,1018,1028
274334,1093,1041
274335,1178,1091
274336,1178,1164
274337,1100,1180
274338,1035,1133
274339,1011,1086
274340,1012,1069
274341,1013,1068
274342,1011,1068
274343,1007,1061
274344,1000,1055
274345,996,1053
274346,994,1053
274347,993,1052
274348,996,1054
274349,994,1048
274350,988,1045
274351,981,1036
274352,979,1034
274353,978,1033
274354,974,1033
274355,971,1031
274356,970,1029
274357,965,1026
274358,957,1022
274359,950,1023
274360,946,1022
274361,940,1017
274362,933,1014
274363,927,1008
274364,914,1004
274365,900,1004
274366,886,1005
274367,880,1000
274368,872,999
274369,863,996
274370,858,995
274371,856,995
274372,850,992
274373,847,985
274374,844,977
274375,843,967
274376,842,959
274377,842,956
274378,847,953
274379,847,947
274380,848,943
274381,846,933
274382,842,928
274383,847,925
274384,850,920
274385,859,918
274386,863,908
274387,867,899
274388,874,890
274389,886,886
274390,897,885
274391,904,889
274392,911,893
274393,911,900
274394,920,903
274395,930,914
274396,937,925
274397,944,936
274398,945,946
274399,947,953
274400,948,964
274401,952,972
274402,957,980
274403,958,985
274404,959,988
274405,958,990
274406,958,988
274407,963,994
274408,965,998
274409,966,996
274410,966,997
274411,964,994
274412,965,995
274413,967,997
274414,969,1003
274415,968,1002
274416,968,1003
274417,966,1003
274418,966,1005
274419,968,1010
274420,973,1015
274421,976,1017
274422,979,1017
274423,977,1017
274424,977,1021
274425,979,1024
274426,981,1026
274427,985,1025
274428,985,1025
274429,985,1027
274430,984,1027
274431,986,1032
274432,987,1033
274433,988,1033
274434,988,1034
274435,988,1034
274436,984,1035
274437,984,1037
274438,988,1040
274439,989,1039
274440,989,1039
274441,988,1037
274442,988,1035
274443,986,1039
274444,992,1041
274445,994,1040
274446,994,1038
274447,992,1034
274448,990,1038
274449,995,1040
274450,998,1042
274451,998,1041
274452,998,1040
274453,1000,1040
274454,998,1040
274455,1002,1041
274456,1003,1043
274457,1005,1040
274458,1005,1042
274459,1006,1042
274460,1006,1041
274461,1007,1047
274462,1011,1050
274463,1016,1048
274464,1017,1047
274465,1018,1048
274466,1015,1045
274467,1018,1049
274468,1019,1055
274469,1022,1055
274470,1022,1056
274471,1020,1055
274472,1015,1055
274473,1012,1055
274474,1017,1057
274475,1016,1057
274476,1015,1059
274477,1014,1057
274478,1015,1058
274479,1014,1061
274480,1015,1065
274481,1016,1063
274482,1014,1062
274483,1013,1061
274484,1013,1061
274485,1013,1065
274486,1014,1066
274487,1017,1066
274488,1017,1067
274489,1014,1063
274490,1009,1065
274491,1011,1066
274492,1015,1071
274493,1015,1069
274494,1013,1065
274495,1010,1067
274496,1006,1067
274497,1006,1069
274498,1009,1071
274499,1011,1072
274500,1006,1066
274501,1006,1067
274502,1002,1064
274503,1002,1067
274504,1002,1067
274505,1004,1066
274506,1001,1063
274507,995,1059
274508,993,1061
274509,994,1062
274510,997,1060
274511,995,1059
274512,990,1054
274513,989,1055
274514,983,1051
274515,985,1054
274516,986,1054
274517,986,1053
274518,984,1051
274519,981,1047
274520,978,1047
274521,978,1046
274522,978,1048
274523,979,1047
274524,978,1043
274525,976,1042
274526,974,1041
274527,975,1039
274528,975,1041
274529,972,1038
274530,975,1039
274531,971,1034
274532,970,1034
274533,972,1034
274534,973,1036
274535,973,1034
274536,970,1032
274537,967,1029
274538,968,1028
274539,968,1028
274540,970,1032
274541,971,1032
274542,968,1029
274543,967,1027
274544,966,1028
274545,967,1028
274546,966,1028
274547,969,1027
274548,966,1026
274549,963,1026
274550,965,1023
274551,965,1024
274552,965,1026
274553,968,1025
274554,967,1024
274555,965,1021
274556,962,1020
274557,965,1023
274558,965,1025
274559,968,1026
274560,965,1022
274561,966,1021
274562,963,1021
274563,965,1023
274564,964,1027
274565,965,1024
274566,964,1022
274567,961,1023
274568,961,1019
274569,962,1023
274570,963,1023
274571,963,1023
274572,962,1021
274573,960,1020
274574,960,1019
274575,960,1022
274576,961,1025
274577,960,1022
274578,959,1020
274579,957,1023
274580,956,1021
274581,957,1022
274582,956,1024
274583,960,1024
274584,958,1023
274585,957,1019
274586,954,1019
274587,955,1020
274588,958,1023
274589,957,1023
274590,958,1021
274591,956,1019
274592,952,1019
274593,953,1022
274594,955,1022
274595,955,1020
274596,954,1017
274597,953,1018
274598,951,1017
274599,951,1021
274600,953,1021
274601,955,1021
274602,953,1019
274603,950,1018
274604,950,1016
274605,950,1019
274606,952,1020
274607,953,1020
274608,950,1020
274609,953,1018
274610,949,1018
274611,950,1020
274612,954,1022
274613,952,1017
274614,952,1018
274615,950,1019
274616,948,1018
274617,951,1021
274618,951,1021
274619,952,1020
274620,950,1019
274621,951,1019
274622,949,1017
274623,949,1021
274624,951,1021
274625,952,1019
274626,952,1017
274627,950,1019
274628,950,1017
274629,950,1018
274630,953,1021
274631,953,1020
274632,951,1019
274633,952,1019
274634,951,1019
274635,955,1019
274636,957,1021
274637,959,1022
274638,963,1020
274639,963,1020
274640,969,1021
274641,982,1024
274642,1014,1027
274643,1094,1043
274644,1172,1101
274645,1154,1167
274646,1072,1163
274647,1013,1110
274648,1000,1073
274649,1010,1065
274650,1012,1064
274651,1007,1058
274652,998,1055
274653,995,1057
274654,993,1057
274655,992,1054
274656,995,1050
274657,991,1043
274658,987,1040
274659,986,1041
274660,985,1042
274661,986,1039
274662,982,1040
274663,976,1040
274664,974,1037
274665,969,1039
274666,969,1039
274667,964,1035
274668,959,1032
274669,955,1025
274670,947,1024
274671,937,1024
274672,927,1023
274673,914,1020
274674,903,1017
274675,893,1015
274676,888,1015
274677,886,1015
274678,883,1016
274679,876,1008
274680,874,1000
274681,867,991
274682,863,984
274683,862,981
274684,867,980
274685,868,972
274686,865,964
274687,863,955
274688,859,946
274689,859,941
274690,866,934
274691,873,927
274692,876,916
274693,884,905
274694,890,897
274695,903,900
274696,912,906
274697,917,916
274698,923,924
274699,931,928
274700,934,936
274701,940,951
274702,944,964
274703,948,971
274704,947,978
274705,945,982
274706,948,987
274707,949,991
274708,953,995
274709,956,993
274710,956,992
274711,956,989
274712,957,993
274713,958,994
274714,962,1001
274715,959,999
274716,958,997
274717,960,995
274718,959,995
274719,961,1000
274720,960,1003
274721,960,1002
274722,959,1005
274723,965,1005
274724,966,1008
274725,967,1014
274726,969,1017
274727,973,1021
274728,974,1021
274729,975,1022
274730,973,1022
274731,978,1023
274732,981,1027
274733,980,1026
274734,980,1026
274735,981,1025
274736,979,1026
274737,980,1025
274738,982,1032
274739,984,1032
274740,984,1030
274741,984,1028
274742,981,1030
274743,984,1032
274744,989,1037
274745,989,1033
274746,989,1033
274747,987,1031
274748,988,1033
274749,988,1036
274750,990,1040
274751,989,1039
274752,992,1038
274753,993,1037
274754,988,1038
274755,992,1043
274756,992,1045
274757,993,1044
274758,992,1046
274759,990,1045
274760,991,1046
274761,993,1050
274762,996,1052
274763,998,1052
274764,997,1053
274765,995,1051
274766,997,1053
274767,999,1056
274768,1002,1060
274769,1003,1057
274770,1004,1058
274771,1002,1054
274772,1001,1059
274773,1003,1061
274774,1006,1062
274775,1011,1063
274776,1012,1062
274777,1011,1062
274778,1010,1059
274779,1013,1065
274780,1018,1068
274781,1018,1065
274782,1018,1065
274783,1018,1065
274784,1017,1067
274785,1023,1069
274786,1025,1072
274787,1027,1074
274788,1026,1072
274789,1026,1072
274790,1026,1071
274791,1028,1073
274792,1028,1079
274793,1031,1079
274794,1029,1078
274795,1023,1075
274796,1018,1074
274797,1018,1077
274798,1020,1077
274799,1016,1074
274800,1015,1074
274801,1012,1072
274802,1008,1071
274803,1006,1073
274804,1006,1073
274805,1003,1070
274806,1003,1067
274807,999,1065
274808,995,1063
274809,993,1064
274810,992,1065
274811,994,1063
274812,990,1059
274813,988,1055
274814,983,1055
274815,983,1057
274816,983,1058
274817,982,1054
274818,983,1051
274819,980,1050
274820,978,1047
274821,979,1048
274822,979,1048
274823,978,1048
274824,977,1044
274825,975,1043
274826,972,1041
274827,973,1042
274828,974,1043
274829,974,1041
274830,974,1039
274831,973,1037
274832,971,1037
274833,971,1038
274834,973,1041
274835,971,1038
274836,972,1036
274837,971,1036
274838,968,1035
274839,968,1035
274840,971,1036
274841,972,1034
274842,971,1032
274843,968,1031
274844,966,1031
274845,966,1029
274846,969,1032
274847,969,1033
274848,967,1030
274849,967,1029
274850,963,1029
274851,966,1028
274852,967,1031
274853,969,1028
274854,967,1030
274855,964,1025
274856,960,1029
274857,964,1029
274858,964,1029
274859,965,1029
274860,964,1028
274861,963,1026
274862,960,1026
274863,961,1028
274864,961,1027
274865,966,1027
274866,962,1025
274867,961,1025
274868,958,1022
274869,959,1024
274870,961,1026
274871,961,1026
274872,960,1025
274873,958,1024
274874,956,1023
274875,957,1026
274876,958,1027
274877,959,1026
274878,958,1024
274879,956,1023
274880,956,1023
274881,956,1023
274882,959,1026
274883,958,1025
274884,958,1024
274885,957,1022
274886,957,1020
274887,958,1024
274888,959,1025
274889,957,1024
274890,958,1024
274891,955,1022
274892,952,1021
274893,955,1022
274894,957,1025
274895,958,1024
274896,955,1024
274897,956,1021
274898,952,1021
274899,953,1023
274900,955,1025
274901,957,1022
274902,957,1021
274903,956,1021
274904,954,1019
274905,955,1023
274906,957,1025
274907,956,1024
274908,956,1021
274909,954,1022
274910,953,1021
274911,953,1023
274912,954,1025
274913,956,1025
274914,955,1024
274915,954,1019
274916,953,1021
274917,954,1022
274918,958,1025
274919,958,1023
274920,957,1022
274921,955,1021
274922,956,1022
274923,959,1025
274924,960,1023
274925,959,1024
274926,958,1024
274927,958,1023
274928,959,1025
274929,963,1025
274930,968,1028
274931,973,1030
274932,984,1027
274933,1017,1031
274934,1103,1055
274935,1176,1124
274936,1142,1176
274937,1060,1151
274938,1008,1097
274939,1002,1069
274940,1009,1066
274941,1009,1067
274942,1004,1066
274943,1001,1061
274944,995,1059
274945,993,1056
274946,991,1056
274947,990,1053
274948,989,1050
274949,989,1049
274950,986,1045
274951,983,1042
274952,980,1039
274953,978,1040
274954,977,1042
274955,977,1043
274956,968,1038
274957,961,1035
274958,957,1032
274959,953,1030
274960,951,1029
274961,946,1027
274962,930,1025
274963,911,1021
274964,901,1020
274965,892,1020
274966,892,1022
274967,889,1020
274968,880,1016
274969,873,1010
274970,870,1003
274971,868,994
274972,869,989
274973,869,983
274974,867,978
274975,867,970
274976,864,964
274977,864,958
274978,863,951
274979,863,941
274980,867,932
274981,872,925
274982,878,916
274983,887,907
274984,894,904
274985,905,904
274986,912,907
274987,920,915
274988,926,927
274989,935,937
274990,939,949
274991,946,961
274992,948,970
274993,950,976
274994,947,985
274995,951,991
274996,956,995
274997,959,996
274998,959,992
274999,958,990
275000,957,993
275001,961,994
275002,964,997
275003,967,999
275004,964,997
275005,963,996
275006,961,996
275007,962,1000
275008,962,1004
275009,963,1003
275010,963,1003
275011,964,1002
275012,968,1007
275013,970,1008
275014,973,1016
275015,973,1019
275016,975,1018
275017,976,1020
275018,977,1021
275019,978,1022
275020,982,1023
275021,984,1024
275022,983,1025
275023,981,1026
275024,981,1024
275025,982,1027
275026,986,1030
275027,987,1031
275028,988,1030
275029,985,1029
275030,986,1029
275031,988,1033
275032,988,1033
275033,990,1033
275034,991,1033
275035,989,1032
275036,989,1034
275037,989,1038
275038,991,1038
275039,995,1040
275040,993,1038
275041,993,1038
275042,993,1037
275043,995,1041
275044,997,1045
275045,999,1045
275046,999,1044
275047,998,1043
275048,999,1045
275049,1002,1048
275050,1002,1048
275051,1006,1050
275052,1005,1049
275053,1005,1048
275054,1003,1050
275055,1006,1055
275056,1010,1057
275057,1010,1056
275058,1010,1055
275059,1010,1054
275060,1007,1056
275061,1008,1062
275062,1010,1066
275063,1013,1066
275064,1013,1066
275065,1010,1065
275066,1010,1070
275067,1013,1070
275068,1015,1075
275069,1015,1075
275070,1014,1075
275071,1009,1074
275072,1008,1076
275073,1010,1078
275074,1011,1081
275075,1012,1083
275076,1010,1079
275077,1006,1078
275078,1004,1079
275079,1004,1080
275080,1005,1084
275081,1005,1079
275082,1003,1077
275083,1000,1078
275084,997,1073
275085,999,1077
275086,1001,1077
275087,1000,1076
275088,996,1070
275089,995,1068
275090,994,1067
275091,992,1068
275092,992,1066
275093,992,1064
275094,990,1064
275095,988,1060
275096,986,1062
275097,991,1062
275098,993,1060
275099,996,1057
275100,995,1054
275101,994,1052
275102,992,1054
275103,992,1055
275104,994,1054
275105,990,1050
275106,984,1048
275107,980,1044
275108,978,1041
275109,977,1044
275110,979,1047
275111,977,1044
275112,975,1040
275113,973,1038
275114,972,1035
275115,971,1036
275116,974,1037
275117,975,1036
275118,971,1036
275119,969,1030
275120,967,1030
275121,967,1033
275122,967,1034
275123,967,1033
275124,969,1028
275125,965,1028
275126,965,1028
275127,967,1032
275128,966,1031
275129,966,1029
275130,964,1030
275131,962,1027
275132,960,1028
275133,963,1029
275134,963,1029
275135,964,1027
275136,964,1027
275137,960,1029
275138,960,1026
275139,964,1030
275140,964,1030
275141,963,1029
275142,962,1027
275143,958,1027
275144,958,1026
275145,960,1027
275146,963,1028
275147,963,1029
275148,964,1027
275149,960,1024
275150,958,1026
275151,957,1026
275152,962,1026
275153,961,1028
275154,960,1027
275155,959,1024
275156,955,1021
275157,954,1026
275158,958,1026
275159,961,1025
275160,958,1025
275161,956,1024
275162,958,1023
275163,960,1025
275164,961,1024
275165,960,1024
275166,960,1024
275167,958,1021
275168,957,1022
275169,959,1023
275170,963,1024
275171,961,1024
275172,959,1024
275173,956,1020
275174,954,1020
275175,957,1024
275176,959,1025
275177,962,1023
275178,963,1023
275179,960,1022
275180,958,1023
275181,962,1029
275182,963,1032
275183,965,1033
275184,965,1033
275185,970,1037
275186,979,1040
275187,992,1045
275188,1005,1050
275189,1017,1053
275190,1026,1053
275191,1039,1055
275192,1052,1058
275193,1071,1061
275194,1094,1063
275195,1122,1066
275196,1153,1068
275197,1184,1076
275198,1213,1086
275199,1234,1096
275200,1244,1094
275201,1237,1086
275202,1209,1061
275203,1173,1029
275204,1128,995
275205,1089,964
275206,1055,940
275207,1026,925
275208,1005,919
275209,979,925
275210,949,935
275211,930,945
275212,920,958
275213,915,967
275214,911,975
275215,908,979
275216,907,986
275217,908,989
275218,909,994
275219,912,994
275220,910,993
275221,905,991
275222,904,993
275223,906,995
275224,908,993
275225,910,992
275226,908,990
275227,906,990
275228,904,992
275229,910,992
275230,910,993
275231,911,992
275232,910,989
275233,907,987
275234,906,987
275235,908,991
275236,910,992
275237,913,992
275238,912,990
275239,909,988
275240,909,988
275241,909,992
275242,910,993
275243,906,992
275244,905,989
275245,904,986
275246,904,987
275247,904,990
275248,907,990
275249,908,990
275250,908,987
275251,907,984
275252,905,988
275253,903,989
275254,904,989
275255,905,990
275256,905,987
275257,905,985
275258,902,988
275259,900,991
275260,900,990
275261,901,988
275262,902,986
275263,902,985
275264,900,986
275265,901,987
275266,902,989
275267,900,988
275268,898,986
275269,893,983
275270,891,982
275271,895,982
275272,895,984
275273,897,987
275274,897,985
275275,896,983
275276,893,984
275277,893,984
275278,893,983
275279,893,986
275280,896,984
275281,895,983
275282,894,985
275283,895,984
275284,897,986
275285,898,987
275286,897,986
275287,895,984
275288,892,985
275289,896,988
275290,898,991
275291,902,989
275292,902,989
275293,901,987
275294,900,992
275295,903,993
275296,905,997
275297,909,998
275298,911,997
275299,911,995
275300,913,999
275301,916,1004
275302,921,1007
275303,921,1006
275304,923,1008
275305,925,1009
275306,926,1011
275307,931,1015
275308,935,1016
275309,936,1018
275310,938,1020
275311,937,1019
275312,939,1023
275313,940,1026
275314,943,1029
275315,945,1029
275316,953,1026
275317,954,1027
275318,952,1029
275319,951,1030
275320,955,1034
275321,957,1033
275322,958,1030
275323,958,1029
275324,958,1029
275325,958,1032
275326,958,1034
275327,959,1033
275328,956,1031
275329,958,1029
275330,957,1029
275331,961,1031
275332,964,1033
275333,960,1032
275334,958,1032
275335,960,1028
275336,960,1028
275337,959,1031
275338,959,1033
275339,959,1031
275340,959,1031
275341,960,1026
275342,960,1029
275343,960,1031
275344,962,1030
275345,961,1030
275346,959,1029
275347,955,1027
275348,949,1027
275349,953,1027
275350,959,1029
275351,960,1029
275352,959,1027
275353,956,1025
275354,953,1027
275355,953,1028
275356,960,1030
275357,959,1029
275358,960,1027
275359,957,1025
275360,954,1027
275361,956,1029
275362,958,1030
275363,961,1031
275364,960,1029
275365,958,1024
275366,957,1028
275367,956,1030
275368,959,1030
275369,961,1031
275370,961,1028
275371,960,1027
275372,959,1028
275373,962,1031
275374,963,1031
275375,963,1029
275376,960,1029
275377,961,1028
275378,961,1027
275379,961,1030
275380,962,1034
275381,961,1033
275382,960,1029
275383,957,1028
275384,958,1029
275385,960,1034
275386,964,1035
275387,963,1034
275388,963,1031
275389,960,1032
275390,957,1033
275391,958,1035
275392,958,1037
275393,960,1035
275394,956,1034
275395,956,1031
275396,958,1033
275397,961,1033
275398,965,1032
275399,964,1033
275400,962,1029
275401,965,1028
275402,961,1029
275403,963,1032
275404,964,1029
275405,966,1030
275406,967,1030
275407,969,1026
275408,966,1025
275409,969,1030
275410,970,1031
275411,971,1029
275412,974,1025
275413,974,1024
275414,975,1024
275415,975,1026
275416,977,1028
275417,980,1027
275418,981,1026
275419,976,1026
275420,975,1029
275421,974,1028
275422,973,1030
275423,970,1026
275424,970,1023
275425,966,1023
275426,964,1024
275427,964,1023
275428,967,1024
275429,970,1022
275430,969,1021
275431,966,1017
275432,965,1020
275433,965,1023
275434,965,1022
275435,965,1023
275436,965,1019
275437,965,1020
275438,962,1020
275439,965,1021
275440,965,1021
275441,966,1022
275442,967,1021
275443,965,1018
275444,964,1020
275445,966,1022
275446,968,1023
275447,966,1022
275448,967,1021
275449,965,1018
275450,965,1018
275451,964,1021
275452,967,1023
275453,967,1021
275454,967,1021
275455,964,1019
275456,964,1018
275457,969,1021
275458,970,1023
275459,969,1023
275460,969,1021
275461,969,1017
275462,967,1019
275463,970,1021
275464,970,1021
275465,967,1024
275466,969,1020
275467,968,1021
275468,969,1022
275469,972,1027
275470,973,1029
275471,971,1030
275472,971,1031
275473,974,1033
275474,980,1036
275475,992,1040
275476,1002,1041
275477,1017,1043
275478,1025,1045
275479,1039,1046
275480,1051,1053
275481,1066,1056
275482,1080,1060
275483,1103,1061
275484,1131,1063
275485,1158,1066
275486,1186,1075
275487,1215,1083
275488,1234,1091
275489,1244,1096
275490,1232,1091
275491,1227,1085
275492,1270,1104
275493,1303,1155
275494,1256,1166
275495,1168,1102
275496,1102,1027
275497,1066,990
275498,1035,984
275499,1008,983
275500,986,984
275501,972,989
275502,964,993
275503,960,999
275504,953,1009
275505,956,1016
275506,956,1025
275507,957,1030
275508,960,1028
275509,958,1030
275510,957,1030
275511,958,1032
275512,959,1032
275513,958,1032
275514,960,1029
275515,958,1025
275516,957,1025
275517,959,1027
275518,958,1024
275519,956,1026
275520,953,1024
275521,949,1020
275522,951,1020
275523,953,1021
275524,955,1023
275525,953,1022
275526,951,1019
275527,949,1020
275528,948,1020
275529,947,1020
275530,948,1021
275531,947,1019
275532,946,1017
275533,944,1017
275534,942,1017
275535,942,1016
275536,944,1016
275537,942,1016
275538,940,1015
275539,940,1011
275540,938,1012
275541,939,1014
275542,939,1015
275543,939,1016
275544,935,1012
275545,935,1009
275546,932,1009
275547,935,1009
275548,934,1011
275549,935,1011
275550,934,1010
275551,932,1005
275552,929,1007
275553,930,1010
275554,930,1009
275555,933,1011
275556,931,1006
275557,929,1003
275558,927,1003
275559,929,1006
275560,929,1008
275561,928,1008
275562,925,1004
275563,924,1004
275564,924,1005
275565,923,1007
275566,926,1006
275567,927,1005
275568,926,1002
275569,924,1003
275570,925,1004
275571,925,1006
275572,926,1005
275573,928,1005
275574,929,1005
275575,926,1001
275576,924,1003
275577,926,1006
275578,928,1008
275579,930,1006
275580,930,1005
275581,927,1005
275582,928,1007
275583,930,1008
275584,932,1012
275585,935,1011
275586,937,1010
275587,934,1009
275588,935,1011
275589,939,1013
275590,940,1014
275591,943,1016
275592,942,1014
275593,943,1014
275594,945,1018
275595,945,1021
275596,950,1021
275597,952,1024
275598,954,1022
275599,954,1023
275600,953,1025
275601,958,1027
275602,960,1028
275603,961,1028
275604,962,1028
275605,963,1028
275606,959,1028
275607,964,1031
275608,969,1033
275609,968,1035
275610,968,1032
275611,965,1030
275612,964,1032
275613,966,1035
275614,972,1036
275615,970,1035
275616,971,1035
275617,967,1032
275618,964,1032
275619,967,1034
275620,968,1033
275621,968,1034
275622,966,1029
275623,962,1030
275624,962,1028
275625,964,1033
275626,967,1033
275627,965,1033
275628,964,1033
275629,963,1028
275630,963,1029
275631,963,1029
275632,967,1033
275633,966,1031
275634,963,1027
275635,962,1024
275636,957,1027
275637,961,1028
275638,963,1028
275639,963,1027
275640,958,1026
275641,959,1023
275642,959,1024
275643,958,1025
275644,961,1028
275645,957,1025
275646,956,1023
275647,956,1024
275648,953,1023
275649,956,1025
275650,960,1026
275651,958,1026
275652,957,1025
275653,956,1025
275654,954,1024
275655,956,1027
275656,957,1027
275657,959,1026
275658,956,1025
275659,955,1023
275660,953,1024
275661,955,1026
275662,956,1027
275663,955,1028
275664,955,1024
275665,956,1024
275666,954,1025
275667,954,1026
275668,960,1028
275669,958,1027
275670,959,1026
275671,959,1024
275672,956,1029
275673,959,1028
275674,959,1029
275675,958,1028
275676,957,1026
275677,957,1025
275678,955,1027
275679,959,1028
275680,959,1030
275681,961,1028
275682,959,1026
275683,960,1025
275684,957,1025
275685,959,1024
275686,961,1028
275687,961,1029
275688,962,1027
275689,959,1024
275690,958,1027
275691,961,1025
275692,962,1028
275693,961,1026
275694,961,1026
275695,958,1025
275696,956,1024
275697,958,1026
275698,960,1029
275699,959,1032
275700,956,1030
275701,956,1027
275702,956,1027
275703,955,1033
275704,955,1032
275705,956,1030
275706,954,1029
275707,953,1027
275708,954,1031
275709,955,1030
275710,955,1030
275711,955,1031
275712,954,1028
275713,954,1027
275714,953,1025
275715,956,1026
275716,958,1025
275717,960,1026
275718,959,1023
275719,957,1021
275720,960,1022
275721,961,1024
275722,961,1026
275723,963,1023
275724,964,1022
275725,963,1023
275726,963,1023
275727,967,1023
275728,967,1025
275729,971,1024
275730,971,1022
275731,970,1020
275732,968,1023
275733,971,1025
275734,974,1027
275735,973,1026
275736,969,1024
275737,964,1019
275738,963,1021
275739,963,1022
275740,967,1023
275741,967,1022
275742,963,1019
275743,962,1016
275744,958,1016
275745,960,1016
275746,961,1017
275747,958,1019
275748,961,1017
275749,960,1013
275750,958,1017
275751,958,1016
275752,960,1018
275753,961,1015
275754,959,1014
275755,958,1014
275756,958,1016
275757,958,1017
275758,959,1019
275759,960,1017
275760,961,1016
275761,959,1013
275762,957,1015
275763,959,1015
275764,963,1017
275765,962,1016
275766,959,1014
275767,959,1012
275768,959,1014
275769,961,1016
275770,963,1019
275771,962,1018
275772,962,1016
275773,962,1015
275774,964,1015
275775,964,1016
275776,967,1019
275777,969,1020
275778,970,1017
275779,971,1019
275780,977,1021
275781,987,1024
275782,1005,1029
275783,1046,1037
275784,1130,1060
275785,1194,1120
275786,1162,1182
275787,1079,1178
275788,1026,1123
