'sample #','V5','MLII'
370342,1002,1044
370343,999,1040
370344,997,1041
370345,997,1040
370346,998,1044
370347,1004,1045
370348,1002,1043
370349,1000,1039
370350,1001,1033
370351,1000,1032
370352,996,1035
370353,997,1037
370354,992,1037
370355,989,1034
370356,985,1032
370357,985,1031
370358,987,1034
370359,989,1036
370360,989,1036
370361,989,1031
370362,987,1030
370363,986,1032
370364,988,1035
370365,990,1035
370366,992,1035
370367,988,1032
370368,986,1030
370369,985,1032
370370,989,1036
370371,992,1037
370372,996,1036
370373,991,1034
370374,988,1031
370375,989,1033
370376,989,1036
370377,990,1039
370378,992,1037
370379,990,1034
370380,989,1035
370381,990,1039
370382,991,1041
370383,994,1046
370384,996,1045
370385,995,1050
370386,993,1052
370387,994,1062
370388,997,1077
370389,1003,1094
370390,1008,1105
370391,1013,1116
370392,1016,1129
370393,1021,1153
370394,1023,1181
370395,1016,1214
370396,1008,1244
370397,995,1271
370398,990,1295
370399,987,1323
370400,981,1351
370401,969,1374
370402,956,1405
370403,948,1435
370404,949,1454
370405,957,1462
370406,975,1450
370407,1003,1409
370408,1028,1334
370409,1047,1243
370410,1053,1161
370411,1041,1108
370412,1010,1077
370413,967,1057
370414,929,1044
370415,917,1037
370416,918,1032
370417,924,1029
370418,936,1032
370419,953,1032
370420,972,1028
370421,980,1027
370422,988,1025
370423,993,1022
370424,995,1023
370425,999,1021
370426,1003,1018
370427,1003,1016
370428,997,1012
370429,997,1014
370430,1002,1017
370431,1006,1018
370432,1009,1014
370433,1009,1013
370434,1005,1010
370435,1007,1010
370436,1010,1012
370437,1014,1015
370438,1014,1013
370439,1012,1010
370440,1011,1009
370441,1010,1009
370442,1011,1010
370443,1018,1010
370444,1013,1009
370445,1012,1007
370446,1011,1005
370447,1012,1005
370448,1014,1006
370449,1018,1009
370450,1017,1005
370451,1018,1005
370452,1013,1001
370453,1012,1003
370454,1017,1005
370455,1019,1005
370456,1021,1002
370457,1020,1000
370458,1017,997
370459,1019,999
370460,1023,1002
370461,1026,1004
370462,1023,1003
370463,1023,999
370464,1022,996
370465,1021,999
370466,1023,998
370467,1026,1001
370468,1026,1001
370469,1024,998
370470,1019,997
370471,1022,998
370472,1027,998
370473,1029,1000
370474,1030,999
370475,1030,996
370476,1028,997
370477,1025,997
370478,1028,1000
370479,1033,1004
370480,1032,1001
370481,1032,999
370482,1033,995
370483,1034,998
370484,1034,1001
370485,1039,1005
370486,1040,1004
370487,1040,1001
370488,1036,1001
370489,1039,1002
370490,1040,1006
370491,1042,1008
370492,1044,1007
370493,1043,1004
370494,1041,1006
370495,1044,1010
370496,1049,1011
370497,1049,1016
370498,1053,1016
370499,1052,1016
370500,1051,1013
370501,1050,1018
370502,1056,1023
370503,1061,1027
370504,1062,1027
370505,1065,1030
370506,1062,1029
370507,1061,1035
370508,1062,1038
370509,1071,1045
370510,1067,1049
370511,1069,1048
370512,1067,1051
370513,1068,1055
370514,1072,1061
370515,1076,1065
370516,1076,1069
370517,1074,1067
370518,1067,1067
370519,1068,1069
370520,1069,1071
370521,1069,1072
370522,1068,1073
370523,1066,1071
370524,1059,1067
370525,1056,1066
370526,1055,1069
370527,1055,1067
370528,1049,1064
370529,1048,1061
370530,1044,1059
370531,1041,1058
370532,1040,1059
370533,1038,1059
370534,1035,1055
370535,1034,1051
370536,1028,1049
370537,1027,1049
370538,1025,1051
370539,1025,1050
370540,1024,1049
370541,1023,1047
370542,1019,1043
370543,1016,1045
370544,1019,1044
370545,1021,1046
370546,1021,1046
370547,1020,1041
370548,1015,1041
370549,1014,1042
370550,1017,1044
370551,1015,1048
370552,1016,1042
370553,1018,1041
370554,1014,1039
370555,1013,1039
370556,1014,1042
370557,1015,1043
370558,1015,1042
370559,1013,1039
370560,1009,1038
370561,1009,1038
370562,1011,1041
370563,1016,1042
370564,1016,1044
370565,1012,1037
370566,1011,1035
370567,1013,1038
370568,1013,1038
370569,1015,1040
370570,1015,1037
370571,1010,1034
370572,1009,1033
370573,1008,1036
370574,1008,1037
370575,1013,1039
370576,1012,1038
370577,1011,1034
370578,1009,1032
370579,1008,1035
370580,1010,1037
370581,1013,1035
370582,1015,1036
370583,1013,1033
370584,1007,1034
370585,1009,1034
370586,1010,1036
370587,1013,1037
370588,1015,1037
370589,1012,1033
370590,1008,1034
370591,1010,1039
370592,1013,1039
370593,1014,1041
370594,1014,1041
370595,1011,1035
370596,1008,1035
370597,1007,1037
370598,1009,1038
370599,1011,1037
370600,1011,1038
370601,1008,1034
370602,1006,1034
370603,1004,1035
370604,1004,1036
370605,1006,1037
370606,1007,1037
370607,1005,1034
370608,1003,1035
370609,1004,1035
370610,1006,1036
370611,1007,1037
370612,1004,1035
370613,1005,1033
370614,1002,1033
370615,1004,1033
370616,1004,1036
370617,1005,1039
370618,1006,1038
370619,1004,1034
370620,1000,1031
370621,998,1032
370622,1004,1035
370623,1006,1038
370624,1007,1034
370625,1001,1034
370626,999,1029
370627,998,1032
370628,1001,1035
370629,1003,1037
370630,1003,1034
370631,999,1031
370632,998,1031
370633,997,1033
370634,1000,1033
370635,1002,1034
370636,1004,1032
370637,1001,1030
370638,996,1027
370639,996,1029
370640,996,1032
370641,1001,1035
370642,1003,1032
370643,1001,1026
370644,996,1029
370645,997,1030
370646,999,1033
370647,1000,1033
370648,1002,1032
370649,997,1031
370650,994,1027
370651,995,1031
370652,995,1032
370653,1001,1035
370654,999,1031
370655,998,1027
370656,994,1027
370657,994,1031
370658,995,1033
370659,998,1035
370660,1001,1033
370661,998,1029
370662,995,1026
370663,995,1028
370664,999,1031
370665,1002,1033
370666,1005,1034
370667,1003,1031
370668,1001,1033
370669,1004,1037
370670,1007,1039
370671,1009,1042
370672,1013,1042
370673,1010,1039
370674,1007,1039
370675,1010,1042
370676,1011,1044
370677,1014,1047
370678,1013,1048
370679,1014,1044
370680,1011,1044
370681,1009,1045
370682,1012,1046
370683,1011,1047
370684,1009,1044
370685,1007,1043
370686,1002,1041
370687,1003,1043
370688,1001,1046
370689,1005,1047
370690,1007,1045
370691,1006,1041
370692,1001,1043
370693,1002,1045
370694,1003,1045
370695,1008,1047
370696,1010,1045
370697,1009,1043
370698,1008,1038
370699,1004,1038
370700,1008,1038
370701,1006,1038
370702,1004,1034
370703,999,1035
370704,997,1035
370705,997,1035
370706,996,1039
370707,999,1040
370708,1000,1038
370709,995,1034
370710,995,1033
370711,995,1033
370712,997,1035
370713,998,1035
370714,997,1035
370715,995,1035
370716,997,1034
370717,995,1034
370718,996,1037
370719,999,1039
370720,1001,1035
370721,999,1034
370722,996,1033
370723,995,1036
370724,997,1036
370725,1002,1038
370726,1000,1037
370727,998,1035
370728,997,1033
370729,997,1038
370730,998,1044
370731,1001,1050
370732,1003,1056
370733,1003,1062
370734,1003,1076
370735,1005,1094
370736,1014,1113
370737,1023,1135
370738,1025,1156
370739,1025,1189
370740,1009,1227
370741,995,1267
370742,989,1307
370743,987,1343
370744,974,1378
370745,955,1420
370746,945,1464
370747,953,1486
370748,974,1472
370749,1009,1404
370750,1044,1293
370751,1063,1179
370752,1054,1106
370753,1016,1068
370754,964,1053
370755,924,1046
370756,915,1039
370757,921,1034
370758,929,1033
370759,947,1030
370760,969,1034
370761,988,1031
370762,996,1028
370763,998,1020
370764,997,1017
370765,1000,1016
370766,1002,1016
370767,1006,1019
370768,1007,1020
370769,1003,1013
370770,1006,1015
370771,1004,1014
370772,1010,1016
370773,1015,1018
370774,1015,1015
370775,1011,1012
370776,1010,1011
370777,1009,1013
370778,1012,1014
370779,1018,1014
370780,1018,1012
370781,1017,1008
370782,1017,1008
370783,1014,1009
370784,1019,1015
370785,1021,1015
370786,1024,1012
370787,1020,1006
370788,1020,1006
370789,1018,1010
370790,1019,1010
370791,1023,1010
370792,1023,1008
370793,1020,1005
370794,1020,1003
370795,1020,1006
370796,1020,1007
370797,1024,1009
370798,1026,1007
370799,1024,1007
370800,1022,1007
370801,1019,1007
370802,1024,1008
370803,1029,1010
370804,1027,1010
370805,1026,1006
370806,1024,1005
370807,1023,1007
370808,1026,1010
370809,1030,1008
370810,1029,1007
370811,1029,1006
370812,1024,1005
370813,1023,1009
370814,1026,1009
370815,1033,1013
370816,1031,1012
370817,1028,1010
370818,1028,1008
370819,1030,1009
370820,1032,1013
370821,1036,1015
370822,1035,1010
370823,1033,1012
370824,1033,1008
370825,1032,1010
370826,1038,1014
370827,1042,1016
370828,1043,1015
370829,1041,1014
370830,1039,1015
370831,1039,1016
370832,1043,1020
370833,1047,1019
370834,1050,1020
370835,1049,1018
370836,1045,1023
370837,1049,1026
370838,1053,1029
370839,1060,1033
370840,1059,1031
370841,1057,1031
370842,1054,1031
370843,1052,1036
370844,1061,1041
370845,1063,1048
370846,1065,1052
370847,1064,1051
370848,1060,1054
370849,1061,1058
370850,1066,1064
370851,1070,1069
370852,1072,1070
370853,1070,1071
370854,1067,1071
370855,1063,1074
370856,1068,1076
370857,1070,1076
370858,1064,1079
370859,1065,1076
370860,1059,1073
370861,1056,1076
370862,1057,1074
370863,1057,1075
370864,1055,1073
370865,1050,1068
370866,1044,1065
370867,1040,1066
370868,1040,1067
370869,1039,1066
370870,1037,1063
370871,1033,1058
370872,1027,1056
370873,1026,1057
370874,1028,1057
370875,1030,1058
370876,1028,1054
370877,1024,1052
370878,1023,1050
370879,1023,1049
370880,1022,1052
370881,1023,1054
370882,1021,1054
370883,1018,1046
370884,1018,1043
370885,1017,1046
370886,1019,1046
370887,1021,1051
370888,1021,1051
370889,1016,1047
370890,1016,1044
370891,1016,1046
370892,1016,1049
370893,1019,1050
370894,1015,1047
370895,1013,1044
370896,1009,1043
370897,1013,1045
370898,1015,1048
370899,1018,1049
370900,1016,1043
370901,1015,1044
370902,1011,1040
370903,1011,1041
370904,1016,1045
370905,1019,1046
370906,1018,1047
370907,1017,1043
370908,1014,1044
370909,1018,1044
370910,1020,1045
370911,1017,1045
370912,1020,1046
370913,1017,1041
370914,1015,1041
370915,1016,1043
370916,1016,1047
370917,1020,1047
370918,1019,1046
370919,1014,1046
370920,1014,1045
370921,1013,1047
370922,1016,1049
370923,1017,1048
370924,1016,1046
370925,1018,1044
370926,1013,1043
370927,1014,1045
370928,1015,1047
370929,1018,1049
370930,1018,1052
370931,1017,1047
370932,1014,1047
370933,1014,1048
370934,1019,1052
370935,1020,1051
370936,1018,1049
370937,1017,1044
370938,1015,1044
370939,1014,1043
370940,1017,1048
370941,1020,1048
370942,1021,1048
370943,1017,1045
370944,1013,1040
370945,1013,1044
370946,1013,1049
370947,1016,1049
370948,1014,1047
370949,1013,1041
370950,1007,1041
370951,1008,1044
370952,1011,1048
370953,1013,1049
370954,1014,1045
370955,1011,1040
370956,1008,1040
370957,1008,1043
370958,1011,1045
370959,1012,1048
370960,1010,1046
370961,1009,1044
370962,1009,1045
370963,1010,1045
370964,1013,1046
370965,1014,1047
370966,1015,1047
370967,1011,1043
370968,1008,1044
370969,1007,1046
370970,1009,1049
370971,1013,1051
370972,1012,1050
370973,1011,1050
370974,1009,1045
370975,1008,1045
370976,1013,1047
370977,1015,1048
370978,1013,1045
370979,1007,1043
370980,1002,1040
370981,1005,1041
370982,1007,1043
370983,1008,1045
370984,1008,1044
370985,1007,1043
370986,1006,1043
370987,1006,1044
370988,1010,1049
370989,1010,1047
370990,1006,1048
370991,1007,1045
370992,1006,1045
370993,1007,1048
370994,1009,1052
370995,1014,1054
370996,1013,1053
370997,1015,1053
370998,1015,1052
370999,1017,1053
371000,1019,1054
371001,1023,1057
371002,1019,1055
371003,1017,1052
371004,1018,1055
371005,1018,1058
371006,1022,1060
371007,1025,1059
371008,1027,1062
371009,1023,1060
371010,1022,1061
371011,1021,1061
371012,1021,1060
371013,1023,1061
371014,1023,1060
371015,1017,1055
371016,1016,1053
371017,1012,1055
371018,1014,1059
371019,1016,1059
371020,1015,1057
371021,1014,1058
371022,1011,1055
371023,1007,1060
371024,1009,1063
371025,1015,1065
371026,1016,1061
371027,1015,1057
371028,1016,1057
371029,1018,1057
371030,1020,1057
371031,1019,1056
371032,1016,1054
371033,1011,1052
371034,1006,1050
371035,1005,1054
371036,1008,1054
371037,1009,1056
371038,1006,1053
371039,1006,1050
371040,1002,1049
371041,1002,1049
371042,1004,1052
371043,1008,1054
371044,1007,1052
371045,1003,1051
371046,1002,1049
371047,1001,1051
371048,1005,1053
371049,1009,1052
371050,1008,1053
371051,1005,1050
371052,1003,1049
371053,1002,1052
371054,1004,1052
371055,1006,1054
371056,1006,1053
371057,1003,1050
371058,1001,1050
371059,1005,1052
371060,1007,1055
371061,1011,1059
371062,1012,1060
371063,1011,1063
371064,1008,1071
371065,1009,1083
371066,1014,1094
371067,1021,1112
371068,1025,1125
371069,1028,1138
371070,1031,1158
371071,1031,1191
371072,1023,1227
371073,1014,1262
371074,1004,1291
371075,997,1313
371076,988,1336
371077,973,1364
371078,957,1398
371079,949,1437
371080,947,1462
371081,951,1466
371082,966,1441
371083,987,1381
371084,1018,1297
371085,1038,1204
371086,1042,1132
371087,1023,1088
371088,986,1070
371089,949,1061
371090,934,1058
371091,934,1055
371092,941,1053
371093,956,1047
371094,974,1046
371095,993,1045
371096,1006,1043
371097,1013,1036
371098,1012,1034
371099,1010,1028
371100,1012,1027
371101,1012,1028
371102,1014,1032
371103,1016,1029
371104,1017,1025
371105,1018,1023
371106,1014,1024
371107,1013,1026
371108,1018,1030
371109,1023,1030
371110,1024,1026
371111,1024,1022
371112,1023,1022
371113,1023,1024
371114,1023,1026
371115,1025,1025
371116,1025,1024
371117,1026,1023
371118,1025,1020
371119,1023,1022
371120,1027,1023
371121,1030,1021
371122,1031,1023
371123,1032,1017
371124,1029,1016
371125,1029,1017
371126,1030,1020
371127,1033,1017
371128,1030,1014
371129,1028,1011
371130,1030,1008
371131,1032,1012
371132,1032,1015
371133,1036,1016
371134,1036,1013
371135,1033,1008
371136,1029,1009
371137,1031,1008
371138,1034,1008
371139,1036,1010
371140,1036,1009
371141,1035,1009
371142,1034,1010
371143,1036,1012
371144,1039,1016
371145,1040,1012
371146,1041,1008
371147,1038,1005
371148,1040,1008
371149,1039,1008
371150,1042,1010
371151,1045,1011
371152,1044,1012
371153,1042,1010
371154,1040,1009
371155,1041,1014
371156,1042,1016
371157,1049,1014
371158,1051,1011
371159,1050,1009
371160,1048,1010
371161,1050,1012
371162,1051,1019
371163,1055,1017
371164,1057,1018
371165,1052,1018
371166,1055,1019
371167,1052,1022
371168,1057,1027
371169,1063,1027
371170,1061,1023
371171,1063,1023
371172,1061,1027
371173,1059,1032
371174,1065,1040
371175,1068,1042
371176,1070,1042
371177,1069,1040
371178,1069,1045
371179,1068,1053
371180,1071,1057
371181,1073,1062
371182,1072,1063
371183,1070,1062
371184,1069,1066
371185,1068,1071
371186,1071,1077
371187,1072,1074
371188,1072,1074
371189,1068,1068
371190,1065,1067
371191,1060,1071
371192,1058,1072
371193,1060,1071
371194,1054,1069
371195,1050,1067
371196,1047,1065
371197,1047,1065
371198,1045,1065
371199,1045,1060
371200,1040,1055
371201,1037,1049
371202,1032,1050
371203,1030,1055
371204,1030,1054
371205,1032,1056
371206,1032,1051
371207,1027,1048
371208,1024,1049
371209,1022,1049
371210,1024,1049
371211,1027,1050
371212,1026,1051
371213,1021,1047
371214,1019,1044
371215,1020,1043
371216,1023,1047
371217,1024,1045
371218,1025,1045
371219,1021,1043
371220,1014,1042
371221,1016,1044
371222,1021,1044
371223,1025,1043
371224,1022,1041
371225,1022,1036
371226,1018,1036
371227,1017,1040
371228,1020,1046
371229,1022,1044
371230,1020,1042
371231,1017,1039
371232,1015,1038
371233,1016,1042
371234,1021,1045
371235,1022,1048
371236,1022,1045
371237,1020,1041
371238,1019,1042
371239,1017,1040
371240,1021,1044
371241,1024,1046
371242,1022,1046
371243,1018,1042
371244,1016,1041
371245,1016,1042
371246,1020,1040
371247,1021,1040
371248,1021,1037
371249,1018,1034
371250,1013,1033
371251,1013,1036
371252,1017,1041
371253,1021,1042
371254,1019,1040
371255,1017,1039
371256,1013,1037
371257,1013,1036
371258,1015,1038
371259,1020,1042
371260,1019,1041
371261,1017,1041
371262,1014,1040
371263,1014,1037
371264,1015,1036
371265,1018,1035
371266,1017,1034
371267,1014,1033
371268,1011,1034
371269,1009,1036
371270,1010,1040
371271,1014,1039
371272,1014,1038
371273,1010,1034
371274,1008,1036
371275,1007,1036
371276,1010,1036
371277,1013,1036
371278,1009,1034
371279,1007,1033
371280,1004,1034
371281,1002,1038
371282,1004,1039
371283,1008,1040
371284,1009,1036
371285,1007,1034
371286,1005,1034
371287,1003,1036
371288,1006,1034
371289,1008,1034
371290,1007,1032
371291,1005,1034
371292,1002,1034
371293,1001,1037
371294,1002,1036
371295,1008,1031
371296,1009,1030
371297,1007,1025
371298,1003,1026
371299,1001,1032
371300,1001,1034
371301,1004,1035
371302,1004,1035
371303,1001,1032
371304,1001,1031
371305,999,1031
371306,1002,1035
371307,1002,1036
371308,1003,1036
371309,999,1034
371310,997,1034
371311,999,1033
371312,1003,1032
371313,1003,1030
371314,1005,1030
371315,1002,1031
371316,998,1030
371317,997,1035
371318,999,1037
371319,1005,1037
371320,1004,1035
371321,1001,1031
371322,999,1029
371323,1002,1033
371324,1004,1033
371325,1006,1031
371326,1005,1031
371327,1002,1029
371328,997,1031
371329,998,1034
371330,1003,1036
371331,1007,1035
371332,1006,1037
371333,1006,1036
371334,1005,1036
371335,1005,1037
371336,1008,1040
371337,1013,1040
371338,1014,1039
371339,1010,1041
371340,1010,1038
371341,1012,1045
371342,1015,1045
371343,1017,1048
371344,1019,1046
371345,1017,1045
371346,1014,1046
371347,1015,1047
371348,1018,1048
371349,1020,1048
371350,1015,1043
371351,1012,1041
371352,1006,1038
371353,1003,1040
371354,1005,1043
371355,1006,1044
371356,1004,1041
371357,1002,1040
371358,1000,1043
371359,1002,1048
371360,1003,1046
371361,1009,1046
371362,1007,1045
371363,1008,1042
371364,1005,1045
371365,1006,1038
371366,1007,1038
371367,1008,1038
371368,1007,1037
371369,1001,1034
371370,997,1035
371371,993,1037
371372,996,1039
371373,1001,1038
371374,1003,1037
371375,1000,1032
371376,995,1035
371377,995,1037
371378,997,1041
371379,998,1044
371380,1002,1041
371381,997,1039
371382,996,1037
371383,996,1036
371384,998,1038
371385,998,1035
371386,997,1034
371387,992,1035
371388,991,1037
371389,989,1039
371390,996,1039
371391,997,1040
371392,998,1039
371393,995,1035
371394,993,1038
371395,992,1043
371396,997,1045
371397,998,1046
371398,998,1045
371399,996,1047
371400,996,1053
371401,1000,1061
371402,1004,1071
371403,1011,1084
371404,1011,1102
371405,1015,1112
371406,1020,1133
371407,1026,1155
371408,1027,1187
371409,1018,1220
371410,1003,1252
371411,990,1278
371412,984,1306
371413,976,1336
371414,962,1372
371415,950,1409
371416,939,1448
371417,942,1473
371418,950,1477
371419,971,1455
371420,999,1397
371421,1023,1306
371422,1039,1204
371423,1038,1131
371424,1016,1084
371425,973,1060
371426,938,1048
371427,921,1044
371428,920,1042
371429,924,1039
371430,935,1035
371431,952,1033
371432,971,1033
371433,991,1031
371434,995,1027
371435,996,1024
371436,995,1022
371437,999,1021
371438,1001,1022
371439,1005,1019
371440,1005,1017
371441,1004,1014
371442,1002,1015
371443,1004,1020
371444,1008,1020
371445,1009,1017
371446,1011,1014
371447,1011,1014
371448,1009,1014
371449,1009,1013
371450,1012,1016
371451,1016,1014
371452,1018,1014
371453,1016,1011
371454,1013,1012
371455,1016,1014
371456,1018,1014
371457,1020,1015
371458,1019,1011
371459,1017,1009
371460,1015,1011
371461,1016,1011
371462,1020,1013
371463,1022,1011
371464,1023,1008
371465,1019,1008
371466,1017,1008
371467,1017,1009
371468,1020,1007
371469,1023,1008
371470,1025,1003
371471,1022,1001
371472,1019,1000
371473,1020,1005
371474,1020,1009
371475,1023,1013
371476,1024,1010
371477,1024,1005
371478,1022,1001
371479,1026,1005
371480,1027,1006
371481,1029,1007
371482,1030,1007
371483,1027,1007
371484,1022,1009
371485,1028,1010
371486,1029,1010
371487,1032,1008
371488,1031,1007
371489,1024,1005
371490,1022,1007
371491,1028,1005
371492,1033,1010
371493,1037,1011
371494,1035,1011
371495,1033,1014
371496,1034,1013
371497,1039,1016
371498,1040,1015
371499,1046,1014
371500,1043,1012
371501,1039,1014
371502,1040,1016
371503,1044,1022
371504,1047,1029
371505,1051,1030
371506,1055,1029
371507,1054,1026
371508,1053,1028
371509,1054,1034
371510,1062,1040
371511,1064,1044
371512,1065,1048
371513,1062,1047
371514,1059,1050
371515,1062,1054
371516,1065,1063
371517,1070,1068
371518,1069,1067
371519,1066,1068
371520,1064,1068
371521,1065,1073
371522,1067,1073
371523,1067,1075
371524,1064,1074
371525,1059,1072
371526,1053,1070
371527,1053,1071
371528,1052,1071
371529,1051,1072
371530,1046,1068
371531,1041,1066
371532,1038,1065
371533,1036,1065
371534,1035,1065
371535,1035,1063
371536,1029,1056
371537,1025,1052
371538,1022,1049
371539,1019,1048
371540,1020,1051
371541,1021,1048
371542,1016,1047
371543,1016,1043
371544,1011,1043
371545,1011,1045
371546,1015,1050
371547,1016,1048
371548,1013,1047
371549,1010,1042
371550,1010,1044
371551,1010,1047
371552,1010,1048
371553,1014,1048
371554,1012,1046
371555,1013,1042
371556,1007,1042
371557,1009,1044
371558,1009,1046
371559,1010,1046
371560,1008,1041
371561,1007,1036
371562,1004,1035
371563,1005,1041
371564,1004,1043
371565,1007,1041
371566,1005,1038
371567,1005,1033
371568,1002,1034
371569,1003,1033
371570,1004,1038
371571,1008,1036
371572,1007,1037
371573,1005,1036
371574,1000,1038
371575,1004,1040
371576,1007,1040
371577,1012,1041
371578,1009,1039
371579,1006,1039
371580,1003,1040
371581,1005,1038
371582,1009,1041
371583,1014,1041
371584,1010,1043
371585,1009,1043
371586,1006,1044
371587,1006,1047
371588,1010,1044
371589,1014,1045
371590,1012,1039
371591,1008,1034
371592,1006,1037
371593,1008,1040
371594,1006,1045
371595,1009,1043
371596,1007,1036
371597,1007,1036
371598,1007,1036
371599,1007,1039
371600,1009,1043
371601,1010,1040
371602,1011,1037
371603,1007,1035
371604,1002,1037
371605,1003,1035
371606,1007,1040
371607,1009,1039
371608,1011,1039
371609,1004,1038
371610,1002,1037
371611,1005,1039
371612,1006,1042
371613,1008,1041
371614,1007,1040
371615,1004,1037
371616,1001,1039
371617,1003,1040
371618,1003,1041
371619,1007,1043
371620,1004,1039
371621,1000,1035
371622,996,1037
371623,999,1036
371624,1002,1037
371625,1004,1037
371626,1000,1029
371627,999,1030
371628,997,1034
371629,998,1037
371630,1000,1043
371631,1002,1040
371632,1003,1035
371633,1002,1034
371634,996,1036
371635,999,1039
371636,999,1040
371637,1004,1040
371638,1006,1035
371639,1002,1032
371640,997,1032
371641,995,1035
371642,1000,1039
371643,1002,1041
371644,1001,1037
371645,996,1034
371646,994,1034
371647,995,1035
371648,999,1039
371649,999,1039
371650,999,1037
371651,997,1032
371652,994,1033
371653,991,1037
371654,997,1039
371655,999,1040
371656,1000,1039
371657,1000,1039
371658,996,1037
371659,999,1037
371660,1002,1038
371661,1007,1038
371662,1005,1039
371663,1003,1042
371664,1000,1046
371665,1005,1050
371666,1009,1051
371667,1008,1051
371668,1010,1048
371669,1006,1043
371670,1008,1046
371671,1009,1042
371672,1012,1044
371673,1016,1047
371674,1013,1050
371675,1012,1052
371676,1005,1052
371677,1006,1051
371678,1011,1051
371679,1014,1046
371680,1011,1042
371681,1006,1042
371682,999,1042
371683,1000,1043
371684,1001,1048
371685,1005,1048
371686,1006,1049
371687,1000,1047
371688,1000,1049
371689,999,1050
371690,1001,1054
371691,1006,1053
371692,1009,1050
371693,1008,1043
371694,1004,1039
371695,1007,1039
371696,1005,1041
371697,1000,1041
371698,997,1040
371699,994,1041
371700,991,1039
371701,993,1042
371702,995,1042
371703,996,1041
371704,996,1039
371705,990,1038
371706,989,1038
371707,990,1040
371708,995,1043
371709,998,1042
371710,997,1044
371711,991,1042
371712,990,1040
371713,989,1040
371714,994,1042
371715,994,1041
371716,994,1043
371717,991,1044
371718,988,1042
371719,990,1043
371720,992,1043
371721,996,1046
371722,991,1046
371723,992,1044
371724,992,1047
371725,991,1052
371726,996,1064
371727,1002,1076
371728,1004,1096
371729,1007,1122
371730,1015,1148
371731,1020,1186
371732,1015,1234
371733,1003,1278
371734,988,1313
371735,971,1340
371736,952,1376
371737,936,1423
371738,934,1461
371739,947,1464
371740,970,1422
371741,1000,1332
371742,1025,1221
371743,1034,1135
371744,1014,1086
371745,972,1064
371746,935,1056
371747,919,1052
371748,929,1047
371749,956,1049
371750,983,1050
371751,1001,1044
371752,1002,1035
371753,1001,1027
371754,1001,1030
371755,1002,1032
371756,1004,1037
371757,1009,1035
371758,1009,1030
371759,1010,1025
371760,1010,1026
371761,1008,1026
371762,1014,1023
371763,1018,1022
371764,1015,1019
371765,1015,1019
371766,1012,1020
371767,1014,1023
371768,1016,1024
371769,1016,1023
371770,1012,1022
371771,1013,1020
371772,1013,1022
371773,1013,1023
371774,1015,1027
371775,1018,1027
371776,1019,1024
371777,1014,1021
371778,1017,1020
371779,1017,1022
371780,1020,1024
371781,1021,1024
371782,1022,1019
371783,1021,1017
371784,1021,1013
371785,1022,1016
371786,1022,1021
371787,1025,1021
371788,1023,1018
371789,1023,1015
371790,1021,1014
371791,1021,1018
371792,1024,1018
371793,1025,1019
371794,1024,1018
371795,1023,1016
371796,1020,1017
371797,1021,1019
371798,1027,1021
371799,1028,1024
371800,1029,1022
371801,1024,1017
371802,1024,1017
371803,1026,1018
371804,1031,1021
371805,1033,1022
371806,1032,1020
371807,1033,1019
371808,1031,1020
371809,1030,1022
371810,1035,1025
371811,1038,1023
371812,1039,1025
371813,1040,1023
371814,1036,1027
371815,1039,1034
371816,1042,1035
371817,1048,1037
371818,1049,1036
371819,1046,1033
371820,1043,1037
371821,1045,1042
371822,1048,1046
371823,1053,1052
371824,1048,1052
371825,1051,1054
371826,1048,1053
371827,1049,1056
371828,1052,1063
371829,1053,1065
371830,1048,1069
371831,1045,1066
371832,1044,1068
371833,1043,1074
371834,1046,1075
371835,1047,1076
371836,1044,1072
371837,1042,1067
371838,1036,1069
371839,1035,1071
371840,1035,1071
371841,1033,1071
371842,1030,1066
371843,1026,1062
371844,1023,1062
371845,1023,1061
371846,1023,1062
371847,1024,1059
371848,1020,1054
371849,1014,1053
371850,1012,1054
371851,1010,1054
371852,1010,1057
371853,1012,1055
371854,1009,1052
371855,1004,1047
371856,1003,1044
371857,1001,1044
371858,1003,1049
371859,1004,1049
371860,1003,1049
371861,1002,1048
371862,1000,1045
371863,1000,1049
371864,1001,1054
371865,1003,1050
371866,1004,1048
371867,998,1041
371868,996,1040
371869,1000,1045
371870,1002,1048
371871,1002,1049
371872,1002,1046
371873,1000,1045
371874,1000,1044
371875,1002,1046
371876,1001,1047
371877,1005,1046
371878,1004,1046
371879,1000,1040
371880,996,1041
371881,995,1042
371882,1000,1045
371883,1003,1046
371884,1001,1044
371885,999,1041
371886,997,1044
371887,996,1045
371888,1001,1045
371889,1002,1044
371890,1002,1040
371891,998,1034
371892,994,1034
371893,996,1038
371894,1001,1042
371895,1000,1042
371896,1000,1040
371897,997,1037
371898,997,1036
371899,998,1039
371900,1000,1041
371901,1003,1042
371902,1001,1040
371903,998,1037
371904,994,1037
371905,997,1037
371906,1002,1038
371907,1003,1036
371908,1002,1036
371909,994,1033
371910,995,1034
371911,997,1036
371912,998,1041
371913,1000,1036
371914,999,1037
371915,998,1033
371916,992,1034
371917,994,1034
371918,995,1035
371919,997,1034
371920,998,1031
371921,993,1029
371922,988,1029
371923,994,1033
371924,995,1033
371925,997,1033
371926,993,1031
371927,993,1030
371928,989,1029
371929,991,1032
371930,994,1032
371931,994,1029
371932,993,1029
